A1VW8S_dnIY,UC9-OpMMVoNP5o10_Iyq7Ndw,1470000,2019-11-09T06:09:55.000Z,17,289,30154
66bCtdptcdA,UCWJ2lWNubArHWmf3FIHbfcQ,12300000,2019-11-09T05:03:19.000Z,17,55,115718
QoHNyNuFqew,UCJ5v_MCY6GNUBTO8-D3XoAg,50900000,2019-11-09T03:15:40.000Z,17,181,246561
60Hw6hKBMu8,UCW6-BQWFA70Dyyc7ZpZ9Xlg,274000,2019-11-09T08:13:25.000Z,17,507,432820
wqz0YsaHp0w,UCgwv23FVv3lqh567yagXfNg,16400000,2019-11-09T01:00:06.000Z,10,109,596106
JMhtwxe2f0A,UCLkAepWjdylmXSltofFvsYQ,23400000,2019-11-09T07:00:03.000Z,10,153,2107425
pXLo47_3czY,UCJFp8uSYCjXOMnkUyb3CQ3Q,16700000,2019-11-09T23:00:06.000Z,26,215,146534
Os00AstFR4E,UCU2PacFf99vhb3hNiYDmxww,1460000,2019-11-09T22:00:01.000Z,17,149,1096135
oSL6JfpxGYg,UCWJ2lWNubArHWmf3FIHbfcQ,12300000,2019-11-09T04:12:19.000Z,17,578,82799
1ANGz-sJqsg,UC4LeRw7pIZ_kseS4Krn_DQA,173000,2019-11-09T21:09:18.000Z,17,250,16213
JjoiCwwtGFg,UC1XrG1M_hw8103zO2x-oivg,2750000,2019-11-09T17:30:00.000Z,24,669,335114
TRbCRZJTSOE,UCVTQuK2CaWaTgSsoNkn5AiQ,1860000,2019-11-09T00:56:51.000Z,24,71,367449
-HvZ7c0F9ik,UCOmcA3f_RrH6b9NmcNa4tdg,2370000,2019-11-09T20:23:58.000Z,28,251,129519
4PYLE68Tusw,UCWJ2lWNubArHWmf3FIHbfcQ,12300000,2019-11-09T04:44:56.000Z,17,192,52639
RmTeYWKoC_E,UCEY1ejsweY4DgMwOVJeEaBA,8150000,2019-11-09T20:57:40.000Z,24,160,274342
xOe__WyEvqE,UC4i_9WvfPRTuRWEaWyfKuFw,2440000,2019-11-09T15:21:30.000Z,17,236,242729
wjoRbUTOz98,UC1XrG1M_hw8103zO2x-oivg,2750000,2019-11-09T11:30:00.000Z,24,559,162524
0MDsAN0E81g,UCJ5v_MCY6GNUBTO8-D3XoAg,50900000,2019-11-09T16:00:01.000Z,17,926,474158
DHLi6Ds-ZHA,UCqZQlzSHbVJrwrn5XvzrzcA,1020000,2019-11-09T14:31:47.000Z,17,102,24191
9PlDPyTtxjM,UCzlzGhKI5Y1LIeDJI53cWjQ,3750000,2019-11-09T00:30:00.000Z,24,1024,592329
-OJ3iAJ5AiA,UCEY1ejsweY4DgMwOVJeEaBA,8150000,2019-11-09T22:06:13.000Z,24,163,219926
eoIuSJsPbjg,UCe52oeb7Xv_KaJsEzcKXJJg,7290000,2019-11-09T21:49:08.000Z,10,200,431506
mqtL_k4bdFA,UCiWLfSweyRNmLpgEHekhoAg,6000000,2019-11-09T08:15:00.000Z,17,371,67425
UItPPJNhtYc,UC_JQGBtA7P0RwkRxd7xpJcA,503000,2019-11-09T14:33:31.000Z,17,613,303712
jzZ8nVGAffo,UCdlEXiVLTEvA280oyMvr8Kw,1250000,2019-11-09T17:01:17.000Z,23,637,472077
RFOZkAIrniw,UCqZQlzSHbVJrwrn5XvzrzcA,1020000,2019-11-09T14:13:45.000Z,17,517,44392
6ewXwmc-i5Y,UCdM8C3ufiI-i-I1XSugKVvg,2090000,2019-11-09T16:00:00.000Z,24,75,25422
jzZ8nVGAffo,UCdlEXiVLTEvA280oyMvr8Kw,1250000,2019-11-09T17:01:17.000Z,23,637,472077
RFOZkAIrniw,UCqZQlzSHbVJrwrn5XvzrzcA,1020000,2019-11-09T14:13:45.000Z,17,517,44392
ragtQLZW3po,UCiWLfSweyRNmLpgEHekhoAg,6000000,2019-11-09T02:00:04.000Z,17,394,105716
q-dP2vw_h4g,UC4i_9WvfPRTuRWEaWyfKuFw,2440000,2019-11-09T15:25:31.000Z,17,108,98075
fT2nYGKyqPw,UC6o-wWU-v2ClFMwougmK7dA,453000,2019-11-09T00:31:13.000Z,25,335,138112
9r_ZXw3aCP0,UCqmQ1b96-PNH4coqgHTuTlA,607000,2019-11-09T13:00:01.000Z,25,924,123189
5aD6XQZrL1A,UCBJeMCIeLQos7wacox4hmLQ,3520000,2019-11-09T17:07:38.000Z,17,254,187005
lzrKag-lH-c,UCcOeS5aEIadAhKtJ9_VKAIw,3570000,2019-11-09T16:00:04.000Z,22,434,229759
BD_W4wWUT3k,UCB_qr75-ydFVKSF9Dmo6izg,3030000,2019-11-09T11:15:00.000Z,17,125,212846
Km8TDlhoUGg,UC6ZFN9Tx6xh-skXCuRHCDpQ,1480000,2019-11-09T00:12:41.000Z,25,714,63321
cEIWv5IRRGk,UCY3NEq2LYrmdoGkevo9BH5A,803000,2019-11-09T01:00:03.000Z,17,425,54340
LYeAk2kuFvs,UCiWLfSweyRNmLpgEHekhoAg,6000000,2019-11-09T17:00:04.000Z,17,338,70813
AIyBfJirLtk,UCsA_vkmuyIRlYYXeJueyIJQ,6990000,2019-11-09T08:06:32.000Z,2,1563,81739
ljquwi20q9Q,UChDKyKQ59fYz3JO2fl0Z6sg,1520000,2019-11-09T16:52:47.000Z,25,105,4813
K5MMlvJc4Hg,UCZYTClx2T1of7BRZ86-8fow,5930000,2019-11-09T22:00:02.000Z,27,187,126655
zH0r0wMzICo,UCiamy6DLsjIeCgfz8TLXg9Q,491000,2019-11-09T17:00:17.000Z,22,398,649877
t7dP7BV6q4A,UC8HEl74jL3bLLwfDP1OALxw,4380000,2019-11-09T15:00:09.000Z,24,206,797168
EqTdf7q1x5g,UCe52oeb7Xv_KaJsEzcKXJJg,7290000,2019-11-09T08:58:59.000Z,10,201,240121
FMrGN4U0XoM,UCstEtN0pgOmCf02EdXsGChw,23000000,2019-11-09T16:24:01.000Z,24,993,371232
OZ2ddsgMd8A,UCe52oeb7Xv_KaJsEzcKXJJg,7290000,2019-11-09T21:49:08.000Z,10,192,468413
OBkdMSoxIQc,UCJ5v_MCY6GNUBTO8-D3XoAg,50900000,2019-11-09T02:12:32.000Z,17,144,164189
b8vDwn5wNc4,UCdlEXiVLTEvA280oyMvr8Kw,1250000,2019-11-09T17:01:17.000Z,23,975,909309
MEiLp974d1g,UCiWLfSweyRNmLpgEHekhoAg,6000000,2019-11-09T00:18:35.000Z,17,274,149177
Xcbi5MlMago,UCvbTYgbzLcCginSC03fhmwg,2930000,2019-11-09T23:30:20.000Z,10,1654,790330
v35HZoSw2Kw,UCgurmV2nVq_1DUb2pvGOKmg,244000,2019-11-09T22:45:01.000Z,24,174,216755
UDGwxLVUw3I,UCYpRDnhk5H8h16jpS84uqsA,655000,2019-11-09T06:45:00.000Z,25,395,67137
J80J4oaGVnY,UCSHtaUm-FjUps090S7crO4Q,384000,2019-11-09T12:00:01.000Z,26,1491,1509802
FCgy7HdoSIE,UC4i_9WvfPRTuRWEaWyfKuFw,2440000,2019-11-09T15:46:12.000Z,17,197,262418
9nCbXRwKfS4,UC9JMe_We017gYrRc7kZHgmg,2850000,2019-11-09T21:18:05.000Z,1,66,772820
DHoBmsp9oRE,UCGie8GMlUo3kBKIopdvumVQ,534000,2019-11-09T11:25:36.000Z,24,190,313421
waiR-RqjxLs,UCdmauIL-k-djcct-yMrf82A,5000000,2019-11-09T09:00:19.000Z,1,504,453931
G-NeeCdsetM,UCiWLfSweyRNmLpgEHekhoAg,6000000,2019-11-09T08:45:00.000Z,17,221,76998
uHUd7K9f-y4,UCGvIBxqin_rx3sY9qacQEhQ,587000,2019-11-09T15:00:09.000Z,24,240,267779
znU_hlAI4Hg,UC4PooiX37Pld1T8J5SYT-SQ,15900000,2019-11-09T11:00:10.000Z,24,1934,834196
LvSy6R27ujk,UCCzteqZRzsr87Lfh2wUKw5Q,344000,2019-11-09T21:19:27.000Z,1,60,2026553
ZPKdJGY0YyE,UCa90xqK2odw1KV5wHU9WRhg,1560000,2019-11-09T20:00:09.000Z,24,915,409806
ITVPKMznN8w,UCBkRQtxofyXr09mWtgoUUqw,131000,2019-11-09T22:39:06.000Z,17,127,697736
IFEQAurC57Q,UCBlbxksRa-KRSEKLi6foxjQ,2960000,2019-11-09T18:30:01.000Z,24,262,5192187
kQMAkMdWcgI,UC0DM_mHV2u6dj8ig51GkQwg,6910000,2019-11-09T03:15:00.000Z,24,133,75262
xrgrBJc-64c,UCixD9UbKvDxzGNiPC_fgHyA,621000,2019-11-09T00:00:13.000Z,19,390,230814
aqWLOm6ONIs,UC8f7MkX4MFOOJ2SerXLInCA,19700000,2019-11-09T16:45:02.000Z,24,280,541130
nzVLzhS-E88,UCWJ2lWNubArHWmf3FIHbfcQ,12300000,2019-11-09T04:43:08.000Z,17,585,76660
fNs_AH3o6HI,UCdlEXiVLTEvA280oyMvr8Kw,1250000,2019-11-09T17:01:17.000Z,23,656,337026
3ssp2br1-Og,UC0-p7mK8hRVvV86yREq342A,251000,2019-11-09T21:16:38.000Z,24,156,513994
3dfPFxWTWF0,UCIRYBXDze5krPDzAEOxFGVA,618000,2019-11-09T04:21:02.000Z,25,100,78054
u67f4Smy2k8,UC8p1vwvWtl6T73JiExfWs1g,1980000,2019-11-09T22:29:09.000Z,25,458,119625
QiSpX2iQH2Q,UCzlzGhKI5Y1LIeDJI53cWjQ,3750000,2019-11-09T03:30:00.000Z,24,473,243454
ldZrsdYR6L0,UCvgfXK4nTYKudb0rFR6noLA,7810000,2019-11-09T22:38:44.000Z,17,157,545585
JmtWbDUiLBI,UCgwv23FVv3lqh567yagXfNg,16400000,2019-11-09T05:00:00.000Z,10,221,141578
FgiCbRfBdSU,UCRFsyeKu07-LnHDG44O6uCA,335000,2019-11-09T17:47:24.000Z,17,329,75670
vdVMYAUgeVI,UCX2M7xn-jMmq4KfX25TCTCA,650000,2019-11-09T02:30:00.000Z,1,1570,683596
MvZazasMreo,UCKjU3KzdbJE1EFcHVqXC3_g,553000,2019-11-09T03:58:23.000Z,25,241,212690
-sVRvwj2nlk,UCw7SNYrYei7F5ttQO3o-rpA,3650000,2019-11-09T17:46:07.000Z,24,516,306489
RHhtOfb1uN0,UCU8bQExxd38i-mnn-GLOtfA,848000,2019-11-09T23:07:06.000Z,17,157,215549
i4lTBu1E39k,UCeFCTtD5ZD2HJi-Xchiqjbw,1110000,2019-11-09T15:00:14.000Z,24,617,340204
hdPbWM2ymas,UCuTaETsuCOkJ0H_GAztWt0Q,1900000,2019-11-09T16:46:40.000Z,17,1067,107657
yyz3-bH8xFY,UCzrdtk6p4SaakMz2ZmOkCQQ,961000,2019-11-09T15:43:38.000Z,17,377,78852
nhQs1iLF0Jk,UC9-OpMMVoNP5o10_Iyq7Ndw,1470000,2019-11-09T20:56:39.000Z,17,61,64471
vHF0N_br3hE,UCqFMzb-4AUf6WAIbl132QKA,1310000,2019-11-09T03:54:05.000Z,17,540,72446
cLcPRoOuNwQ,UCz1hQ68G3XPVYEBoFDgSjcQ,1240000,2019-11-09T04:00:05.000Z,24,727,271491
PqZiUPT-O1o,UC9ckyA_A3MfXUa0ttxMoIZw,412000,2019-11-09T11:08:08.000Z,17,481,186535
AIABqIpS8Oc,UCpu3bemTQwAU8PqM4kJdoEQ,0,2019-11-09T05:46:53.000Z,25,87,92065
uGY-XI2GTuc,UCdlEXiVLTEvA280oyMvr8Kw,1250000,2019-11-09T17:01:17.000Z,23,694,378872
hXAcFGWPbIM,UC6ZFN9Tx6xh-skXCuRHCDpQ,1480000,2019-11-09T23:14:41.000Z,25,1497,67564
U2LujpprJM4,UCGie8GMlUo3kBKIopdvumVQ,534000,2019-11-09T17:30:00.000Z,24,345,355147
10aJ-wJ_lGw,UCBJeMCIeLQos7wacox4hmLQ,3520000,2019-11-09T22:30:10.000Z,17,253,146349
5tEb8xL8VH0,UCkhF9pRVYFI9aXM2in5JGmg,1810000,2019-11-09T08:00:00.000Z,24,165,261660
ZPGEPsLQ_as,UCpcTrCXblq78GZrTUTLWeBw,8250000,2019-11-09T13:11:43.000Z,17,335,105272
kEBZxFgLPOA,UCW6-BQWFA70Dyyc7ZpZ9Xlg,274000,2019-11-09T20:01:09.000Z,17,197,62189
uEjcbyrwfcY,UCEY1ejsweY4DgMwOVJeEaBA,8150000,2019-11-09T21:27:00.000Z,24,146,184798
j4Nu4Q2M-UY,UCW6-BQWFA70Dyyc7ZpZ9Xlg,274000,2019-11-09T12:08:23.000Z,17,243,94442
g_U1m02ODiM,UC9-OpMMVoNP5o10_Iyq7Ndw,1470000,2019-11-09T07:09:31.000Z,17,41,90411
6x0ZEvQT-yI,UCe52oeb7Xv_KaJsEzcKXJJg,7290000,2019-11-09T09:05:20.000Z,10,196,245853
eVFqprbSC58,UCLzB63OvFFlAjNNwMxjNHjg,715000,2019-11-09T22:05:31.000Z,22,126,876760
ckqJmyMaKkQ,UCgwv23FVv3lqh567yagXfNg,16400000,2019-11-09T05:00:08.000Z,10,231,192949
Tb1XiqnZ5JU,UC0-p7mK8hRVvV86yREq342A,251000,2019-11-09T21:16:44.000Z,24,139,184256
6aKlkHFHTEU,UC8BzJM6_VbZTdiNLD4R1jxQ,6030000,2019-11-09T12:00:00.000Z,24,218,87395
WGH1BSqX8A8,UCqa2MPu8bLY1PwVFUpSyVhQ,3450000,2019-11-09T13:00:10.000Z,22,302,85113
e80yZxz-Kr0,UCJ5v_MCY6GNUBTO8-D3XoAg,50900000,2019-11-09T17:30:00.000Z,17,83,23447
3nk7Pn6e8uQ,UC6SmH9mR82nj28_NNg_rZvA,635000,2019-11-09T10:08:09.000Z,20,137,31515
aXFWe5iE1AE,UC0-p7mK8hRVvV86yREq342A,251000,2019-11-09T21:16:29.000Z,24,146,132946
WyEiJAMuS1s,UCRFsyeKu07-LnHDG44O6uCA,335000,2019-11-09T17:42:33.000Z,17,328,44785
GoKO9cvQiEA,UCTAkwLbVzHxsbgsp6cRsPDg,3980000,2019-11-09T19:00:41.000Z,1,61,2862838
5YUcTrPAC_A,UC0DM_mHV2u6dj8ig51GkQwg,6910000,2019-11-09T02:30:00.000Z,24,73,163461
3BHXf3oZUhs,UCdomP1JqhnyBQGaBmfDl4KQ,504000,2019-11-09T23:13:39.000Z,22,156,160393
RtekoZO3sxQ,UCx6jsZ02B4K3SECUrkgPyzg,332000,2019-11-09T04:30:58.000Z,24,192,309635
W8CVRsfSckI,UCqFMzb-4AUf6WAIbl132QKA,1310000,2019-11-09T04:04:56.000Z,17,536,60365
-FeA82Ql-Jo,UC0-p7mK8hRVvV86yREq342A,251000,2019-11-09T21:15:58.000Z,24,140,117882
TjV7fKkeOO8,UC9JMe_We017gYrRc7kZHgmg,2850000,2019-11-09T19:07:35.000Z,1,61,711568
xRO8H9mYSkE,UCGCZAYq5Xxojl_tSXcVJhiQ,834000,2019-11-09T08:49:17.000Z,25,465,723016
oSTPsrNYFns,UCgXIDZzs8ksN7k9pl3K-50Q,152000,2019-11-09T09:00:08.000Z,24,423,53270
UMRr4WIhddg,UCdvQi8n5nSPnAVZ-xwJAMAg,1360000,2019-11-09T00:30:05.000Z,24,90,230148
B5N384CiUF8,UCSZbXT5TLLW_i-5W8FZpFsg,557000,2019-11-09T18:00:01.000Z,17,300,25521
BUs9rVVCIac,UCLojthXNTLMGp6XSp4wgPRw,1430000,2019-11-09T07:30:01.000Z,24,324,196179
IIYAMOb22WE,UCAHVxL9FG3Sp8ltQtLEy_oA,92300,2019-11-09T17:24:59.000Z,10,165,2473088
ZGAcjR2P4IQ,UCLojthXNTLMGp6XSp4wgPRw,1430000,2019-11-09T09:00:05.000Z,24,191,80100
W00e_CZYCO8,UCpiCK8c6PBktcxq7Az_t4RQ,254000,2019-11-09T04:00:02.000Z,24,180,150021
rdD-DMTWqU4,UC_aEa8K-EOJ3D6gOs7HcyNg,24100000,2019-11-09T16:15:00.000Z,10,231,861913
518y_Xb5b-k,UCGCZAYq5Xxojl_tSXcVJhiQ,834000,2019-11-09T10:22:48.000Z,25,161,46756
LD7WFFid44o,UC_JQGBtA7P0RwkRxd7xpJcA,503000,2019-11-09T16:54:38.000Z,17,410,191620
LD7WFFid44o,UC_JQGBtA7P0RwkRxd7xpJcA,503000,2019-11-09T16:54:38.000Z,17,410,191620
SFZgTczBoVU,UCLLibJTCy3sXjHLVaDimnpQ,496000,2019-11-09T11:00:06.000Z,19,3104,126397
A3gTbfXxOsY,UC0YatYmg5JRYzXJPxIdRd8g,222000,2019-11-09T21:00:45.000Z,17,85,14838
aJHaz-ClVhs,UCkinYTS9IHqOEwR1Sze2JTw,641000,2019-11-09T12:29:52.000Z,25,136,164006
6pI9SUJOcQA,UC5nwNW4KdC0SzrhF9BXEYOQ,1000000,2019-11-09T00:33:11.000Z,25,227,89589
d-k9djChUKc,UCM-ONC2bCHytG2mYtKDmIeA,241000,2019-11-09T18:51:36.000Z,20,210,1948
hxRLRRK9_MQ,UCUVZ7T_kwkxDOGFcDlFI-hg,4920000,2019-11-09T15:30:53.000Z,24,54,856914
234fRuJyGBg,UCL_cZf5sHKQHMRIEax5o3sg,308000,2019-11-09T17:00:01.000Z,24,3104,62813
p6uq9exFX5c,UC6UL29enLNe4mqwTfAyeNuw,1700000,2019-11-09T23:00:09.000Z,17,158,35016
jH1xL36uSiM,UCobgOt3poNKlml3Y5TnVU8Q,1430000,2019-11-09T23:00:03.000Z,27,346,91443
Dx4n0iuVVFI,UCq8BPLXtFeiSFOvmJrknWGg,661000,2019-11-09T03:03:43.000Z,17,372,360919
o67MbL8iEJs,UCyLHKUjX_fy8akafmRMr-PA,560000,2019-11-09T15:30:01.000Z,24,120,148361
Q7AEuDbtTiI,UC6SmH9mR82nj28_NNg_rZvA,635000,2019-11-09T10:07:45.000Z,20,95,49934
V0UjyzyUKd0,UCEY1ejsweY4DgMwOVJeEaBA,8150000,2019-11-09T20:21:30.000Z,24,163,220264
zSh6JzL7pLw,UCfCVlxInB4VuaDFLGqEQqaA,2920000,2019-11-09T21:19:14.000Z,23,605,162784
1d2nxTLfUi0,UC8BzJM6_VbZTdiNLD4R1jxQ,6030000,2019-11-09T16:00:00.000Z,24,1017,602174
33_5_yqDjRM,UCaXkIU1QidjPwiAYu6GcHjg,2130000,2019-11-09T05:41:09.000Z,25,490,221065
v826zjCOE1U,UCU2PacFf99vhb3hNiYDmxww,1460000,2019-11-09T07:00:04.000Z,17,410,200075
PCxGmu9OTTM,UC6c1z7bA__85CIWZ_jpCK-Q,493000,2019-11-09T23:26:14.000Z,17,191,45688
